
1679973955530,128,HTTP Request,200,OK,Thread Group 1-1,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,127,0,96
1679973957532,114,HTTP Request,200,OK,Thread Group 1-2,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,114,0,82
1679973959531,120,HTTP Request,200,OK,Thread Group 1-3,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,120,0,86
1679973961531,120,HTTP Request,200,OK,Thread Group 1-4,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,120,0,88
1679973963536,113,HTTP Request,200,OK,Thread Group 1-5,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,113,0,79
1679974103231,128,HTTP Request,200,OK,Thread Group 1-1,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,128,0,98
1679974105246,115,HTTP Request,200,OK,Thread Group 1-2,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,115,0,85
1679974107230,148,HTTP Request,200,OK,Thread Group 1-3,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,148,0,117
1679974109233,104,HTTP Request,200,OK,Thread Group 1-4,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,104,0,74
1679974111232,109,HTTP Request,200,OK,Thread Group 1-5,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,109,0,75
1679974242258,121,HTTP Request,200,OK,Thread Group 1-1,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,121,0,85
1679974244259,126,HTTP Request,200,OK,Thread Group 1-2,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,126,0,77
1679974246259,124,HTTP Request,200,OK,Thread Group 1-3,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,124,0,91
1679974248260,111,HTTP Request,200,OK,Thread Group 1-4,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,111,0,77
1679974250258,108,HTTP Request,200,OK,Thread Group 1-5,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,108,0,73
1679976030558,164,HTTP Request,200,OK,Thread Group 1-1,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,164,0,122
1679976032558,145,HTTP Request,200,OK,Thread Group 1-2,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,145,0,73
1679976034556,113,HTTP Request,200,OK,Thread Group 1-3,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,113,0,82
1679976036559,140,HTTP Request,200,OK,Thread Group 1-4,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,140,0,108
1679976038559,171,HTTP Request,200,OK,Thread Group 1-5,text,true,,1174,130,1,1,https://user.nuttchai.app/api/v1/user,171,0,137
